manufacturer_sku,ean13,weight,length,width,height,prop_65,cost_price,min_price,made_to_order,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,product__arm_height,product__assembly_required,attrib__back_material,attrib__blade_finish,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__designer_id,attrib__designer,attrib__distressed_finish,attrib__fill,attrib__finish,attrib__frame_color,attrib__hardwire,attrib__kit,attrib__leg_color,attrib__leg_finish,attrib__material,attrib__number_bulbs,attrib__orientation,attrib__outdoor_safe,pile_height,attrib__seat_depth,attrib__seat_height,attrib__seat_width,attrib__shade,attrib__size,attrib__switch_type,attrib__ul_certified,attrib__warranty_years,attrib__wattage,attrib__weave,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product_styles
824008,087-582300412-8,1.00,3.00,3.00,6.00,True,16.50,22.00,False,Decorative Accessory,Dimond Home,Tortoise Votive,,,,,,,,,,1,CHN,O-104271,,,,,,,,,,,False,,Brown,,,,,,Glass,,,False,,,,,,,,False,,,,,2.00,7.00,4.00,4.00,,,,,,,,,Transitional
8989-036,084-355815120-2,3.00,2.00,6.00,6.00,True,61.50,82.00,False,Decorative Accessory,Sterling,Torus Tabletop Sculpture,,,,,,,,,,1,IND,O-104272,,,,,,,,,,,False,,"Gold, White Marble",,,,,,"Aluminum, Marble",,,False,,,,,,,,False,,,,,5.00,7.10,3.00,7.10,,,,,,,,,Transitional
D3896,081-800804170-9,4.50,7.00,8.00,16.00,True,192.00,345.60,False,Indoor Lighting,Dimond Lighting,Touche Pendant - Gold,,Thick Glass Diffuses Light,High Quality Brushed Chrome Finish,,,,,,,1,CHN,O-104273,,,,,No,B11,Gold,,,,False,,"Amber Seeded Glass, Cafe Bronze",,,,,,"Hand Made Glass, Metal",1,,False,,,,,,,,True,,40,,,8.00,21.00,12.00,12.00,,,,,,,,,Modern / Contemporary
D3897,081-800804171-6,4.50,7.00,8.00,16.00,True,192.00,345.60,False,Indoor Lighting,Dimond Lighting,Touche Pendant - Clear,,Thick Glass Diffuses Light,High Quality Cafe Bronze Plated Metal Finish,,,,,,,1,CHN,O-104273,,,,,No,B11,Silver,,,,False,,"Clear Glass, Chrome",,,,,,"Hand Made Glass, Metal",1,,False,,,,,,,,True,,40,,,8.00,21.00,12.00,12.00,,,,,,,,,Modern / Contemporary
3129-1161,084-355815517-0,8.30,21.00,21.00,28.00,True,159.00,212.00,False,Furniture,Sterling,Tourbillon Side Table,,,,,,,,,,1,CHN,O-104274,,,,,,,,,,,False,,"Dark Grey Iron, Rust",,,,,,"METAL, GLASS",,,False,,,,,,,,False,,,,,26.00,22.00,22.00,14.00,,,,,,,,,Traditional
351-10544,084-355815742-6,2.33,1.60,20.10,22.50,True,46.50,62.00,False,Wall Decor,Sterling,Tournai Wall Clock,,,,,,,,,,1,CHN,O-104275,,,,,,,,,,,False,,"Gold, Grey Wood",,,,,,"WOOD, METAL",,,False,,,,,,,,False,,,,,5.00,22.00,22.00,4.00,,,,,,,,,Transitional
7011-570,084-355815224-7,11.00,2.00,33.50,19.50,True,133.50,178.00,False,Wall Decor,Sterling,Tower Bridge,"There has been a bridge across the River Thames in London, England for nearly 2, years. Situated next to its namesake, the renowned Tower of London, since 1892, and featuring two distinctively British Neo-Gothic towers, the Tower Bridge is easily one of the United Kingdom's most iconic symbols. Beautifully hand painted. Stylish Black mahogany frame.",Depicts The Tower Bridge; One Of The United Kingdom’S Most Iconic Symbols.,Beautifully Hand Painted.,Stylish Black Mahogany Frame.,,,,,,1,IDN,O-104276,,,,,,,,,,,False,,"Hand-Painted Clear White, Signature Black",,,,,,"Mahogany, Glass, Recycled Paper",,,False,,,,,,,,False,,,,,17.64,35.80,4.30,20.90,,,,,,,,,Transitional
4209-004,084-355815454-8,8.00,13.40,13.40,3.40,True,66.00,88.00,False,Decorative Accessory,Sterling,Tower Hill Tray,,,,,,,,,,1,CHN,O-104277,,,,,,,,,,,False,,"Gold, Silver Mirror",,,,,,"Metal, Mirror",,,False,,,,,,,,False,,,,,10.00,15.20,19.00,15.20,,,,,,,,,Transitional
D3579,084-355815958-1,13.00,9.50,15.00,65.00,True,80.00,144.00,False,Indoor Lighting,Dimond Lighting,Town And Country Floor Lamp,,,,,,,,,,1,CHN,O-104278,,,,,No,A19,,72,,,False,,"Bronze Metal, White Marble",,False,False,,,"METAL, MARBLE",1,,False,,,,,Wire,,On-Off Foot Switch,False,,,,,16.00,24.00,12.00,16.00,,,,,,,,,Transitional
3138-425,084-355816148-5,4.02,1.38,22.44,22.44,True,58.50,78.00,False,Wall Decor,Sterling,Tradewind Wall Mirror,,Fir Wood Base,Modern Farmhouse,,,,,,,1,CHN,O-104279,,,,,,,Gray,,,,False,,"Galvanized Steel, Galvanized Steel",,,,,,"Metal, Mirror",,,False,,,,,,,,False,,,,,8.00,25.00,24.00,3.00,,,,,,,,,Transitional
91-620,084-140601450-1,3.00,10.00,10.00,18.00,True,106.50,142.00,False,Indoor Lighting,Dimond Lighting,Trading Places Table Lamp/Pick Sh#91-620,,,,,,,,,,1,CHN,O-104280,,,,,No,A19,,66,,,False,,Bronze,,False,False,,,"Composite, Metal",1,,False,,,,,Hand Painted Paper Shade,,Line Switch,True,,60,,,5.00,18.00,17.00,9.00,,,,,,,,,Traditional
MG2350-0011,081-113702000-3,63.00,1.00,40.30,52.10,True,337.00,606.60,False,Wall Decor,Sterling,Traditional Mirror With Art Deco Flair,A finely detailed border of sculptural leaves and etched glass lend Art Deco flair to this traditional beveled mirror.,,,,,,,,,1,,O-104281,,,,,,,,,,,False,,Etched Glass,,,,,,,,,False,,,,,,,,False,,,,,65.00,51.10,1.00,40.30,,,,,,,,,
9167-062/S2,084-355815396-1,9.00,5.50,5.50,27.00,True,159.00,212.00,False,Decorative Accessory,Sterling,Tranquillo Candle Holder,,,,,,,,,,2,CHN,O-104282,,,,,,,,,,,False,,Gloss White,,,,,,Earthenware,,,False,,,,,,,,False,,,,,12.00,16.00,31.00,10.00,,,,,,,,,Transitional
D3356,074-811910734-9,10.00,18.00,18.00,43.00,True,178.00,320.40,False,Indoor Lighting,Dimond Lighting,Tranquillo Table Lamp,,Handcrafted,,,,,,,,1,CHN,O-104283,,,,,No,A21 3-Way,,66,,,False,,White,,False,False,,,"Ceramic, Crystal, Linen",1,,False,,,,,Grey Linen Fabric Shade With Grey Liner,,3-Way,True,,150,,,12.00,19.50,34.00,19.50,,,,,,,,,Transitional
D3545,081-800803800-6,17.00,34.00,34.00,34.00,True,320.00,576.00,False,Indoor Lighting,Dimond Lighting,Transatlantique Chandelier,,,,,,,,,,1,CHN,O-104284,,,,,No,B11,,,,,False,,"Black, Soft Gold",,,,,,Metal,10,,False,,,,,,,,True,,60,,,26.00,26.00,26.00,19.00,,,,,,,,,Traditional
6516014,080-434319415-6,,24.00,64.00,32.00,True,898.50,1198.00,False,Seating,Guildmaster,Transitional Bench,Heritage Dark Grey Stain Finish On Mahogany Bench With Upholstered Linen.,,,,,,,,,1,IDN,O-104285,,,,,,,,,,,False,,Heritage Dark Grey Stain,,,,,,"Fabric, Mahogany",,,False,,,,,,,,False,,,,,49.00,67.00,32.00,27.00,,,,,,,,,Transitional
6416011,080-434319406-4,,17.00,36.00,32.00,True,1048.50,1398.00,False,Furniture,Guildmaster,Transitional Mirrored Chest,Grain De Bois Noir Finish On Mahogany Chest With Mirrored Drawer Fronts. Antiqued Hardware.,,,,,,,,,1,IDN,O-104286,,,,,,,,,,,False,,Grain De Bois Noir,,,,,,"Mahogany, Mirror",,,False,,,,,,,,False,,,,,90.40,38.20,36.60,20.50,,,,,,,,,Traditional
6417519,080-434320014-7,75.00,16.90,35.90,32.00,True,748.50,998.00,False,Furniture,Guildmaster,Transitional Mirrored Chest,Cypress finish on mahogany chest with clear mirror inset drawer fronts. Antiqued pendant hardware.,,,,,,,,,1,IDN,O-104286,,,,,,,,,,,False,,Cypress,,,,,,Mahogany,,,False,,,,,,,,False,,,,,95.00,39.00,36.50,21.00,,,,,,,,,Traditional
D2627,074-811907481-8,4.00,15.00,15.00,29.00,True,159.00,212.00,False,Indoor Lighting,Dimond Lighting,Translucent Flaired Table Lamp,"The Flaired Glass Table Lamp is like a drop of fresh spring meltwater, offering a sensual silhouette of clear hand-blown glass infused with a subtle Light Green tincture. A modish block-glass base, sleek metal appointments and an elegant White linen hardback shade complete the design.",,,,,,,,,1,CHN,O-104287,,,,,No,A21 3-Way,,66,,,False,,Translucent Light Green,,False,False,,,Glass,1,,False,,,,,White Linen Hardback Shade,,3-Way,True,,150,,,5.00,17.00,26.00,17.00,,,,,,,,,Transitional
D2925,074-811909579-0,9.90,17.00,17.00,30.00,True,124.00,223.20,False,Indoor Lighting,Dimond Lighting,Treacle 1 Light Table Lamp In Chocolate Glaze And Molten Gold,,,,,,,,,,1,CHN,O-104288,,,,,No,A19,,,,,False,,"Chocolate Glaze, Molten Gold",,,False,,,"Ceramic, Metal",1,,False,,,,,,,,True,,100,,,11.00,21.00,18.00,18.00,,,,,,,,,Traditional
468-022,081-800801828-2,4.00,12.00,12.00,26.00,True,148.50,198.00,False,Indoor Lighting,Dimond Lighting,Tree Branch Lamp,,,,,,,,,,1,IND,O-104289,,,,,No,A21 3-Way,,,,,False,,Nickel,,False,False,,,Metal,1,,False,,,,,Natural Linen Hardback Shade,,3-Way,True,,100,,,5.20,15.00,27.00,15.00,,,,,,,,,Transitional
468-022-HUE-B,083-033502541-2,4.00,12.00,12.00,26.00,True,256.50,342.00,False,Indoor Lighting,Dimond Lighting,Tree Branch Table Lamp In Nickel - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,IND,O-104290,,,,,Yes,A19 LED,Silver,,,Philips Friends of Hue,False,,Nickel,,False,False,,,Metal,1,,False,,,,,Natural Linen Hardback Shade,,Hue,True,,60,,,5.20,15.00,27.00,15.00,,,,,,,,,Transitional
468-022-HUE-D,083-033502552-8,4.00,12.00,12.00,26.00,True,216.00,288.00,False,Indoor Lighting,Dimond Lighting,Tree Branch Table Lamp In Nickel - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,IND,O-104290,,,,,Yes,A19 LED,Silver,,,Philips Friends of Hue,False,,Nickel,,False,False,,,Metal,1,,False,,,,,Natural Linen Hardback Shade,,Hue,True,,60,,,5.20,15.00,27.00,15.00,,,,,,,,,Transitional
468-022-LED,084-355813661-2,4.00,12.00,12.00,26.00,True,163.50,218.00,False,Indoor Lighting,Dimond Lighting,Tree Branch Led Table Lamp In Nickel,Organic Modernism: Aluminium Is Cast And Hand Polished In A Tree Branch And Finished In A Soft Gold Finish. The Lamp Is Topped With A Faux Silk Shade In Off White Linen.,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-104290,,,,,Yes,A21 LED 3-Way,,,,,False,,Nickel,,False,False,,,Metal,1,,False,,,,,Natural Linen Hardback Shade,,3-Way,True,,9.5,,,5.20,15.00,27.00,15.00,,,,,,,,,Transitional
1616040,080-434319358-6,,2.00,48.00,48.00,True,253.50,338.00,False,Wall Decor,Guildmaster,Tree Line,Hand-Painted Landscape On Canvas In clean-finished Heritage Grey stained frame.,,,,,,,,,1,IDN,O-104291,,,,,,,,,,,False,,Hand-Painted,,,,,,"Canvas, Wood",,,False,,,,,,,,False,,,,,15.40,52.00,52.40,4.70,,,,,,,,,Traditional
603519,080-432373519-5,,16.00,42.00,72.00,True,1873.50,2498.00,False,Furniture,Guildmaster,Trefle Cabinet,Manor Garden Gate finish on hand-carved mahogany cabinet. Interior finished in Heritage Dark Grey Stain. Antiqued hardware.,Hand Painted,,,,,,,,1,IDN,O-104292,,,,,,,,,,,False,,"Heritage Dark Grey Stain, Manor Garden Gate",,,,,,Mahogany,,,False,,,,,,,,False,,,,,170.00,44.90,76.80,18.90,,,,,,,,,Transitional
9166-040,081-800802964-6,12.90,8.00,8.00,43.00,True,148.50,198.00,False,Decorative Accessory,Dimond Home,Tress 43-Inch Vase In Champagne Gold,"Like a swollen stream filled with lustrous ribbons of silky liquid gold, our stunning Tress Series Vase adds a free-form sculptural aesthetic and the impression of continuous dynamic movement to any design space. Impossible to ignore with its chic Champagne Gold color story, provocative contours, and generous stature, the Tress is perfect to add a pop of posh to any glamour-starved design space.",,,,,,,,,1,CHN,O-104293,,,,,,,,,,,False,,Champagne Gold,,,,,,,,,False,,,,,,,,False,,,,,16.00,12.00,48.00,12.00,,,,,,,,,Transitional
9166-041,081-800802965-3,14.50,11.00,11.00,59.00,True,180.00,240.00,False,Decorative Accessory,Dimond Home,Tress 59-Inch Vase In Champagne Gold,"Like a swollen stream filled with lustrous ribbons of silky liquid gold, our stunning Tress Series Vase adds a free-form sculptural aesthetic and the impression of continuous dynamic movement to any design space. Impossible to ignore with its chic Champagne Gold color story, provocative contours, and generous stature, the Tress is perfect to add a pop of posh to any glamour-starved design space.",,,,,,,,,1,CHN,O-104293,,,,,,,,,,,False,,Champagne Gold,,,,,,,,,False,,,,,,,,False,,,,,23.00,13.00,64.00,13.00,,,,,,,,,Transitional
6043728,080-909643728-4,40.00,36.00,36.00,19.00,True,684.00,912.00,False,Furniture,Sterling,Treviso Coffee Table,Antiqued Gold Washed Metal Makes This Coffee Table Sturdy And Chic. Partner The Iron With Overstuffed Upholstery To Give Any Room An Eclectic Look. Mirrored Top.,,,,,,,,,1,CHN,O-104294,,,,,,,,,,,False,,Antique Gold Wash,,,,,,"Iron, Glass Mirror",,,False,,,,,,,,False,,,,,53.00,38.80,38.80,8.00,,,,,,,,,Traditional
173-017,084-355813192-1,1.00,5.00,5.00,16.00,True,61.50,82.00,False,Decorative Accessory,Dimond Home,Triangular Mirrored Vase - Large,"Understated, yet design conscious, this mirrored vase will add contemporary style to any table or console.",Handmade,,,,,,,,1,CHN,O-104295,,,,,,,,,,,False,,Clear,,,,,,"MDF, Mirror",,,False,,,,,,Large,,False,,,,,2.00,15.70,5.10,4.70,,,,,,,,,Modern / Contemporary
173-018,084-355813193-8,1.00,5.00,5.00,12.00,True,55.50,74.00,False,Decorative Accessory,Dimond Home,Triangular Mirrored Vase - Small,"Understated, yet design conscious, this mirrored vase will add contemporary style to any table or console.",Handmade,,,,,,,,1,CHN,O-104295,,,,,,,,,,,False,,Clear,,,,,,"MDF, Mirror",,,False,,,,,,Small,,False,,,,,4.15,7.00,14.00,7.00,,,,,,,,,Modern / Contemporary
3200-079,084-355815182-0,26.40,12.00,35.00,36.00,True,388.50,518.00,False,Furniture,Sterling,Triax Shelf - Small,"Bold modern forms speak for themselves. The Triax series Shelf, with its dynamic, architecturally inspired triangulated bracing and chic Black color story, illustrates the synergy between form and function that continues to make furniture design both a sculpturally expressive and progressive medium. This is a signature piece perfect for any urban or transitional setting.",,,,,,,,,1,CHN,O-104296,,,,,,,,,,,False,,Black,,,,,,Metal,,,False,,,,,,Small,,False,,,,,29.70,39.00,14.60,38.00,,,,,,,,,Transitional
167-012,081-800802008-7,3.00,15.00,15.00,2.00,True,61.50,82.00,False,Decorative Accessory,Dimond Home,Tribal Styled Geometric Blue  Plate,"This decorative ceramic plate designed in a stunning geometric style that will breathe fresh new life into your decor. This navy blue glazed plate is an impressive centerpiece, or a wall decor, ideal to uplift any wall, shelf, mantle or table.",Handcrafted,,,,,,,,1,CHN,O-104297,,,,,,,,,,,False,,Navy Blue,,,,,,Ceramic,,,False,,,,,,,,False,,,,,5.60,18.00,18.00,6.00,,,,,,,,,Transitional
9166-071,084-355815645-0,29.04,15.00,15.00,59.00,True,367.50,490.00,False,Decorative Accessory,Sterling,Trieste Vase,,,,,,,,,,1,CHN,O-104298,,,,,,,,,,,False,,Gloss White,,,,,,FIBERGLASS,,,False,,,,,,,,False,,,,,38.00,19.00,64.00,19.00,,,,,,,,,Transitional
351-10554/S2,084-355816097-6,29.26,16.00,16.00,19.00,True,271.50,362.00,False,Furniture,Sterling,Trimalchio Gold Plated And White Metal And Marble Set Of 2 Accent Tables,"New-Century Moderne designs are the “skinny jeans” of home decor. For a look that combines maximum showmanship with timeless elegance, our Trimalchio Tables pair lavish Plated Gold metalwork with a cool white marble surface. Hallmark Streamline-Deco styling feels graceful, immaculate, effortless. Set of 2.","Hallmark Streamline-Deco Styling Feels Graceful, Immaculate, Effortless.",Set Of 2.,Elevated Design-Driven Look.,Bold Yet Minimal Silhouettes.,,,,,2,CHN,O-104299,,,,,,,Gold,,,,False,,"Gold, White",,,,,,"Marble, Metal",,,False,,,,,,,,False,,,,,32.46,18.12,21.67,18.12,,,,,,,,,Modern / Contemporary
D2058-HUE-B,083-033502592-4,5.00,18.00,18.00,25.00,True,357.00,476.00,False,Indoor Lighting,Dimond Lighting,Trinity Table Lamp In Polished Nickel With Pure White Shade - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-104300,,,,,Yes,A19 LED,Silver,66,,Philips Friends of Hue,False,,Polished Nickel,,False,False,,,Metal,1,,False,,,,,Pure White Faux Silk Hared Back Shade With Pure White Fabric Liner,,Hue,True,,60,,,8.00,22.00,16.00,15.00,,,,,,,,,Transitional
D2058-HUE-D,083-033502727-0,5.00,18.00,18.00,25.00,True,316.50,422.00,False,Indoor Lighting,Dimond Lighting,Trinity Table Lamp In Polished Nickel With Pure White Shade - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-104300,,,,,Yes,A19 LED,Silver,66,,Philips Friends of Hue,False,,Polished Nickel,,False,False,,,Metal,1,,False,,,,,Pure White Faux Silk Hared Back Shade With Pure White Fabric Liner,,Hue,True,,60,,,8.00,22.00,16.00,15.00,,,,,,,,,Transitional
D2058-LED,074-811906014-9,5.00,18.00,18.00,25.00,True,264.00,352.00,False,Indoor Lighting,Dimond Lighting,Trinity Led Table Lamp In Polished Nickel With Pure White Shade,,"Includes Dimmable, Easily Replaceable 9.5 Watt 800 Lumen Screw-In Led Bulb",,,,,,,,1,CHN,O-104300,,,,,Yes,A21 LED 3-Way,,66,,,False,,Polished Nickel,,False,False,,,Metal,1,,False,,,,,Pure White Faux Silk Hared Back Shade With Pure White Fabric Liner,,3-Way,True,,9.5,,,8.00,22.00,16.00,15.00,,,,,,,,,Transitional
3129-1130/S4,084-355815006-9,3.00,2.00,15.00,15.00,True,171.00,228.00,False,Wall Decor,Sterling,Triomphe Wall Decor,"A “luxuriance of imagination” that has spanned centuries, Baroque design is exuberant, grand, and immaculate. Our Triomphe Baroque Wall Medallions feature a quartet of beautifully symmetrical fleur-de-lis surrounded by delicate flower bud banding. Resplendent Champagne Gold with Antiqued White color story. Perfect for a stylish entry stairwell.",,,,,,,,,4,CHN,O-104301,,,,,,,,,,,False,,"Antique White, Champagne Gold",,,,,,Composite,,,False,,,,,,,,False,,,,,8.00,17.90,6.50,17.30,,,,,,,,,Transitional
3215-014,081-800804205-8,1.65,12.20,47.00,22.00,True,528.00,704.00,False,Indoor Lighting,Dimond Lighting,Triple Barrel Island Light,,,,,,,,,,1,CHN,O-104302,,,,,No,A19,Brown,72,,,False,,"Wood Tone, Rust",,,,,,"Metal, Wood",3,,False,,,,,,,,True,,40,,,3.30,53.00,28.00,16.70,,,,,,,,,Transitional
D3598,081-800803820-4,84.50,22.00,51.00,23.00,True,791.00,1423.80,False,Indoor Lighting,Dimond Lighting,Triple Cash Stacked Pendant,"The Cash series Pendant merges high-fashion irony with sneaky glamour, like a Ballroom-Era showpiece run through a slick Transmodern filter. A stunning echelon of crisp glass hexagons says “witty Mid-Mod flair,” while soft White translucency and Antique Silver hardware project a dignified, almost formal aura.",,,,,,,,,1,CHN,O-104303,,,,,No,B11,,,,,False,,"Antique Silver, White Matte",,,,,,"Glass, Metal",14,,False,,,,,,,,True,,60,,,35.00,59.00,30.00,26.00,,,,,,,,,Modern / Contemporary
1114-304,081-800803752-8,50.30,35.40,35.40,17.30,True,640.50,854.00,False,Furniture,Dimond Home,Triple Crown Coffee Table,,,,,,,,,,1,CHN,O-104304,,,,,,,,,,,False,,"Clear Acrylic, Café Bronze Plated Stainless Steel",,,False,,,"ACRYLIC, STAINLESS STEEL, GLASS",,,False,,,,,,,,False,,,,,54.20,42.00,35.00,10.50,,,,,,,,,Modern / Contemporary
51-013,084-355813114-3,4.60,21.00,21.00,28.00,True,159.00,212.00,False,Furniture,Sterling,Tripod Clock Table,An adjustable tripod frame supports a glass and metalwork table top. Roman numerals are spaced around the rim.,Adjustable,Functioning Clock,Requires 2 Aa Batteries (Not Included),,,,,,1,CHN,O-104305,,,,,,,,,,,False,,Black,,,,,,,,,False,,,,,,,,False,,,,,7.50,17.00,17.00,8.00,,,,,,,,,Transitional
D2121,074-811902588-9,8.00,20.00,20.00,61.00,True,349.50,466.00,False,Indoor Lighting,Dimond Lighting,Tripod Floor Lamp,,,,,,,,,,1,CHN,O-104306,,,,,No,A21 3-Way,,72,,,False,,Satin Nickel,,False,False,,,Steel,1,,False,,,,,Off White Linen Hardback Shade With Pure White Fabric Liner,,3-Way,True,,150,,,9.00,52.00,16.00,23.00,,,,,,,,,Modern / Contemporary
D2122,074-811902589-6,5.00,14.00,14.00,28.00,True,183.00,244.00,False,Indoor Lighting,Dimond Lighting,Tripod Table Lamp,,,,,,,,,,1,CHN,O-104306,,,,,No,A21 3-Way,,66,,,False,,Satin Nickel,,False,False,,,Steel,1,,False,,,,,Off White Linen Hardback Shade With Pure White Fabric Liner,,3-Way,True,,150,,,7.00,17.00,17.00,16.00,,,,,,,,,Modern / Contemporary
8991-007,081-800802837-3,2.70,21.00,21.00,50.50,True,295.50,394.00,False,Indoor Lighting,Dimond Lighting,Tripous Tripod Table Lamp In Nickel With White Fabric Shade,,,,,,,,,,1,CHN,O-104307,,,,,No,A19,,,,,False,,Nickel,,False,False,,,Metal,1,,False,,,,,White Fabric Shade,,On-Off Line Switch,True,,100,,,5.00,39.00,11.00,12.00,2.80,11.50,21.80,21.80,,,,,Traditional
3138-276/S3,084-355815049-6,10.00,3.00,24.00,24.00,True,159.00,212.00,False,Wall Decor,Sterling,Triskele Wall Decor In Soldered Raw Iron - Set Of 3,The triple-spiraled Triskelion is an ancient celestial symbol signifying unlimited potential. Our provocative Triskele Wall Decor unifies a trio of Solid Raw Iron vortexes to create a strong visual focal point. Hip exposed soldering and Urbo-Industrial detail. Edgy Gunmetal Grey color story.,,,,,,,,,3,CHN,O-104308,,,,,,,,,,,False,,Soldered Raw Iron,,,,,,Metal,,,False,,,,,,,,False,,,,,10.00,25.00,15.00,5.00,,,,,,,,,Transitional
3200-093,084-355815357-2,2.42,5.00,20.00,24.00,True,93.00,124.00,False,Decorative Accessory,Sterling,Trode Table Sculpture,,,,,,,,,,1,CHN,O-104309,,,,,,,,,,,False,,Soft Gold,,,,,,Metal,,,False,,,,,,,,False,,,,,5.00,27.00,23.00,8.00,,,,,,,,,Transitional
8987-036/S3,081-800802563-1,0.20,4.00,4.00,1.00,True,39.00,52.00,False,Decorative Accessory,Dimond Home,Trope Tea Light Holders - Set Of 3,"Certainly not round and anything but square, our uniquely crafted, boldly polygonal Trope Collection Tea Light Holders bring a free-form sculptural feel to any candlelight-ready space. An elegant dual-tone Nickel Plated color story and a range of light-refracting geometric angles add allure and eye-catching variation. Equally at home in a contemporary, traditional, or eclectic setting. Perfect to add a twinkling niche of light to a grand staircase.",,,,,,,,,3,IND,O-104310,,,,,,,,,,,False,,Dual Tone Nickel Plate,,,,,,,,,False,,,,,,,,False,,,,,1.50,5.20,4.10,5.20,,,,,,,,,Modern / Contemporary
8987-037/S3,081-800802564-8,0.20,4.00,4.00,1.00,True,39.00,52.00,False,Decorative Accessory,Dimond Home,Trope Tea Light Holders - Set Of 3,"Certainly not round and anything but square, our uniquely crafted, boldly polygonal Trope Collection Tea Light Holders bring a free-form sculptural feel to any candlelight-ready space. An elegant dual-tone Nickel Plated color story and a range of light-refracting geometric angles add allure and eye-catching variation. Equally at home in a contemporary, traditional, or eclectic setting. Perfect to add a twinkling niche of light to a grand staircase.",,,,,,,,,3,IND,O-104310,,,,,,,,,,,False,,Dual Tone Nickel Plate,,,,,,,,,False,,,,,,,,False,,,,,1.50,5.20,4.10,5.20,,,,,,,,,Modern / Contemporary
