,manufacturer_sku,ean13,weight,length,width,height,prop_65,cost_price,min_price,made_to_order,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,attrib__arm_height,attrib__assembly_required,attrib__back_material,attrib__blade_finish,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__design_id,attrib__designer,attrib__distressed_finish,attrib__fill,attrib__finish,attrib__frame_color,attrib__hardwire,attrib__kit,attrib__leg_color,attrib__leg_finish,attrib__material,attrib__number_bulbs,attrib__orientation,attrib__outdoor_safe,attrib__pile_height,attrib__seat_depth,attrib__seat_height,attrib__seat_width,attrib__shade,attrib__size,attrib__switch_type,attrib__ul_certified,attrib__warranty_years,attrib__wattage,attrib__weave,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,boxes__3__weight,boxes__3__length,boxes__3__height,boxes__3__width,product__styles
0,203,810937002035.0,6.0,18.0,18.0,36.0,True,228.0,,,Indoor Lighting,Dimond Lighting,White Obelisk Table Lamp With Night Light,,,8-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,White,,,No,,,Glass,1.0,,No,,,,,Round Hardback White Fabric Shade,,3-Way,UL,,100.0,,,10.0,19.0,34.0,19.0,,,,,,,,,,,,,Modern / Contemporary
1,205,810937002059.0,12.0,18.0,18.0,31.0,True,229.5,,,Indoor Lighting,Dimond Lighting,Antiqued Porcelain Table Lamp In Celadon Crackle Finish,,,12-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Celadon,,,No,,,Ceramic,1.0,,No,,,,,Round Hardback Burlap Shade,,3-Way,UL,,100.0,,,14.0,21.0,18.2,18.2,,,,,,,,,,,,,Traditional
2,208,810937002080.0,7.0,10.0,10.0,27.0,True,201.0,,,Indoor Lighting,Dimond Lighting,Bisque Ceramic Table Lamp In Taupe,,,10-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Taupe,,,No,,,Ceramic,1.0,,No,,,,,Round Hardback Linen Shade,,3-Way,UL,,100.0,,,10.0,27.7,12.0,12.0,,,,,,,,,,,,,Modern / Contemporary
3,210,810937002103.0,8.0,20.0,20.0,25.0,True,151.5,,,Indoor Lighting,Dimond Lighting,Recycled Fluted Glass Urn Table Lamp In Blue,,,14-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Blue,,,No,,,"Recycled Glass, Acrylic",1.0,,No,,,,,Round Hardback White Fabric Shade,,3-Way,UL,,100.0,,,10.0,21.0,23.0,21.0,,,,,,,,,,,,,Traditional
4,217,810937002172.0,10.0,18.0,18.0,34.0,True,219.0,,,Indoor Lighting,Dimond Lighting,Fluted Mercury Glass Table Lamp In Silver,,,9-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Silver,,,No,,,Glass,1.0,,No,,,,,Round Hardback White Fabric Shade,,3-Way,UL,,100.0,,,12.0,25.9,18.2,18.2,,,,,,,,,,,,,Modern / Contemporary
5,239,810937002394.0,7.0,18.0,18.0,28.0,True,157.5,,,Indoor Lighting,Dimond Lighting,Amber Crackle Arctic Glass Table Lamp,,,6-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,Amber Crackle,,,No,,,Glass,1.0,,No,,,,,Round Hardback Bleached Burlap Shade,,3-Way,UL,,100.0,,,10.0,19.0,21.3,19.0,,,,,,,,,,,,,Transitional
6,248,810937002486.0,10.0,16.0,16.0,24.0,True,159.0,,,Indoor Lighting,Dimond Lighting,Ribbed Terra Cotta Table Lamp In Tomato Red,,,9-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,Tomato Red,,,No,,,Ceramic,1.0,,No,,,,,Round Hardback Bleached Burlap Shade,,3-Way,UL,,100.0,,,12.0,25.5,14.5,11.5,,,,,,,,,,,,,Transitional
7,271,810937002714.0,8.0,18.0,18.0,28.0,True,181.5,,,Indoor Lighting,Dimond Lighting,Ceramic Ball Table Lamp In White And Amethyst,,,12-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,White,,,No,,,Ceramic,1.0,,No,,,,,Round Hardback White Fabric Shade,,3-Way,UL,,100.0,,,11.0,29.7,14.0,16.2,,,,,,,,,,,,,Traditional
8,276,810937002769.0,10.0,16.0,16.0,30.0,True,148.5,,,Indoor Lighting,Dimond Lighting,Earthenware Pineapple Top Ceramic Table Lamp,,,6-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,Matte,,,No,,,Ceramic,1.0,,No,,,,,Round Hardback Linen Shade,,3-Way,UL,,100.0,,,13.0,18.0,25.3,18.0,,,,,,,,,,,,,Traditional
9,281,810937002813.0,18.0,18.0,18.0,64.0,True,405.0,,,Indoor Lighting,Dimond Lighting,Modern Wood and White Bisque Ceramic Floor Lamp,,,10-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,"Modern Wood, White Bisque",,,No,,,"Ceramic, Wood",1.0,,No,,,,,Round Hardback Black Fabric Shade,,3-Way,UL,,150.0,,,20.0,50.3,19.0,19.0,,,,,,,,,,,,,Modern / Contemporary
10,285,810937002851.0,11.0,18.0,18.0,32.0,True,246.0,,,Indoor Lighting,Dimond Lighting,Lattice-Handled Ceramic Urn Table Lamp In White,,,base measures 12.5x18,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,Porcelain,,,No,,,Ceramic,1.0,,No,,,,,Round Hardback Linen Shade With Rolled Edge,,3-Way,UL,,150.0,,,12.0,37.0,18.2,18.2,,,,,,,,,,,,,
11,287,810937002875.0,6.0,7.0,7.0,14.0,True,84.0,,,Indoor Lighting,Dimond Lighting,White Ceramic Up-Light,,,,,,,,,,1.0,China,,,,,,No,A19,,,,,,,White,,,No,,,Porcelain,1.0,,No,,,,,No Shade,,On-Off Line Switch,UL,,60.0,,,7.0,18.0,8.2,8.2,,,,,,,,,,,,,
12,289,810937002899.0,7.0,15.0,14.0,24.0,True,159.0,,,Indoor Lighting,Dimond Lighting,Jute-Wrapped Mercury Glass Table Lamp,,,6.5-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Mercury,,,No,,,"Glass, Componise",1.0,,No,,,,,Round Hardback Burlap Shade with Rolled Edges,,3-Way,UL,,100.0,,,10.0,26.2,15.2,15.2,,,,,,,,,,,,,Transitional
13,316,810937003162.0,10.0,14.0,14.0,33.0,True,142.5,,,Indoor Lighting,Dimond Lighting,Serrated Venetian Glass Table Lamp In Clear And Gold,,,6-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Clear,,,No,,,Glass,1.0,,No,,,,,Round Hardback White Fabric Shade,,3-Way,UL,,100.0,,,12.0,12.0,23.5,12.0,,,,,,,,,,,,,Traditional
14,319,810937003193.0,10.0,10.0,19.0,27.0,True,150.0,,,Indoor Lighting,Dimond Lighting,Hand Blown Oval Glass Table Lamp In Orange,,,10-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,Orange,,,No,,,Glass,1.0,,No,,,,,Oval Hardback White Fabric Shade,,3-Way,UL,,100.0,,,12.0,20.0,19.3,17.0,,,,,,,,,,,,,Modern / Contemporary
15,340,810937003407.0,12.0,18.0,18.0,32.0,True,271.5,,,Indoor Lighting,Dimond Lighting,Bisque Ceramic Table Lamp In Dark Taupe,,,10-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,Dark Taupe,,,No,,,Ceramic,1.0,,No,,,,,Round Hardback Black Fabric Shade,,3-Way,UL,,100.0,,,14.0,35.3,18.5,18.5,,,,,,,,,,,,,Transitional
16,352,810937003520.0,5.0,10.0,19.0,26.0,True,208.5,,,Indoor Lighting,Dimond Lighting,Wild Wheat Acrylic Table Lamp With Night Light,,,10-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,Beige,,,No,,,"Grass, Polyresin",1.0,,No,,,,,Rectangular White Fabric Hardback Shade,,3-Way,UL,,100.0,,,7.0,20.3,10.2,17.5,,,,,,,,,,,,,Modern / Contemporary
17,401,810937004015.0,2.0,12.0,12.0,16.25,True,184.5,,,Indoor Lighting,Dimond Lighting,Cigar Pendant In White,,,,,,,,,,1.0,China,,,,,,No,A19,,,,,,,White,,,No,,,Rice Paper,1.0,,No,,,,,Round White Fabric Shade,,,UL,,100.0,,,4.0,18.2,12.0,12.0,,,,,,,,,,,,,Modern / Contemporary
18,402,810937004022.0,8.0,10.0,10.0,22.0,True,238.5,,,Indoor Lighting,Dimond Lighting,Cigar Swingarm Wall Sconce In White,,,20.5-Inch wide base,,,,,,,1.0,China,,,,,,No,A19,,,,,,,Satin Nickel,,,No,,,Metal,1.0,,No,,,,,Round White Fabric Shade,,,UL,,100.0,,,9.0,22.6,12.0,12.0,,,,,,,,,,,,,Modern / Contemporary
19,444,810937004442.0,18.0,14.0,14.0,64.0,True,465.0,,,Indoor Lighting,Dimond Lighting,Wooden Tulip Floor Lamp,,,10-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,72.0,,,,,Wood Tone,,,No,,,"Metal, Wood",1.0,,No,,,,,Round Hardback White Fabric Shade,,3-Way,UL,,100.0,,,29.0,17.0,41.0,16.0,,,,,,,,,,,,,Modern / Contemporary
20,500,810937005005.0,10.0,16.0,16.0,30.0,True,184.5,,,Indoor Lighting,Dimond Lighting,Aspen Bark Table Lamp,,,6.5-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Natural,,,No,,,"Bark, Metal",1.0,,No,,,,,Round Hardback Burlap Shade With Single Trim,,3-Way,UL,,100.0,,,13.0,18.0,24.0,17.0,,,,,,,,,,,,,Transitional
21,505,810937005050.0,11.0,15.0,15.0,26.0,True,204.0,,,Indoor Lighting,Dimond Lighting,Hand Applied Natural Shells Table Lamp,,,8-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,Natural,,,No,,,"Metal, Shell",1.0,,No,,,,,Round Hardback White Fabric Shade,,3-Way,UL,,100.0,,,12.0,28.0,15.8,15.8,,,,,,,,,,,,,Modern / Contemporary
22,590,810937005906.0,9.0,20.0,21.0,31.0,True,141.0,,,Indoor Lighting,Dimond Lighting,Carved Horse Table Lamp,,,19-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Natural,,,No,,,Composite,1.0,,No,,,,,Rectangular Hardback Grey Fabric Shade With Single Trim,,3-Way,UL,,100.0,,,12.0,21.3,21.5,11.5,,,,,,,,,,,,,Traditional
23,671,810937006712.0,21.0,17.0,11.0,42.0,True,184.5,,,Indoor Lighting,Dimond Lighting,Pharmacy Floor Lamp In Bronze,,,,,,,,,,1.0,China,,,,,,Yes,,,72.0,,,,,Bronze,,,No,,,Metal,1.0,,No,,,,,Bronze Metal Shade,,,UL,,,,,10.0,11.0,23.0,5.0,,,,,,,,,,,,,Traditional
24,704,810937007047.0,27.0,15.0,15.0,28.0,True,211.5,,,Indoor Lighting,Dimond Lighting,Crystal Ballustrade Table Lamp,,,6-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Clear,,,No,,,Crystal,1.0,,No,,,,,Rectangular Hardback White Fabric Shade,,3-Way,UL,,100.0,,,30.0,30.0,15.5,15.5,,,,,,,,,,,,,Traditional
25,722,810937007221.0,15.0,16.0,9.0,27.0,True,202.5,,,Indoor Lighting,Dimond Lighting,Crystal Rectangular Urn Table Lamp,,,9-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Clear,,,No,,,Crystal,1.0,,No,,,,,Rectangular Hardback White Fabric Shade,,3-Way,UL,,100.0,,,18.0,16.0,12.0,12.0,,,,,,,,,,,,,Traditional
26,729,810937007290.0,18.0,15.0,18.0,32.0,True,319.5,,,Indoor Lighting,Dimond Lighting,Crystal Faceted Column Table Lamp,,,5-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Clear,,,No,,,Crystal,1.0,,No,,,,,Round Hardback White Fabric Shade,,3-Way,UL,,100.0,,,20.0,20.0,19.0,20.0,,,,,,,,,,,,,Traditional
27,801,810937008013.0,20.0,18.0,18.0,65.0,True,405.0,,,Indoor Lighting,Dimond Lighting,Distressed Acacia Wood Floor Lamp,,,11-Inch wide base,,,,,,,2.0,China,,,,,,No,A21 3-Way,,,,,,,Distressed Wood Tone,,,No,,,Wood,1.0,,No,,,,,Round Hardback Taupe Fabric Shade,,3-Way,UL,,100.0,,,18.0,12.0,52.0,12.0,4.0,16.0,20.0,20.0,,,,,,,,,Traditional
28,807,810937008075.0,12.0,18.0,18.0,28.0,True,301.5,,,Indoor Lighting,Dimond Lighting,Curved Block Solid Wood Table Lamp,,,10-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,66.0,,,,,Natural,,,No,,,Wood,1.0,,No,,,,,Round Hardback Burlap Shade,,3-Way,UL,,100.0,,,14.0,29.0,19.0,19.0,,,,,,,,,,,,,Traditional
29,992,810937009928.0,8.0,13.0,6.0,18.0,True,172.5,,,Indoor Lighting,Dimond Lighting,Chrome LED Desk Lamp,,,,,,,,,,1.0,China,,,,,,Yes,Integrated LED,,,,,,,Chrome,,,No,,,Metal,1.0,,No,,,,,No Shade,,Line Switch,UL,,5.0,,,9.8,20.0,8.0,14.0,,,,,,,,,,,,,Modern / Contemporary
30,2002,810937020022.0,,,34.0,34.0,True,209.925,,,Wall Decor,Dimond Home,Hand Laid Twig Mirror,,,,,,,,,,,,,,,,,,,,,,,,,"Brown, Mirror",,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8000,810937080002.0,10.0,18.0,18.0,26.0,True,234.0,,,Indoor Lighting,Dimond Lighting,Brass Ball,,,,,,,,,,1.0,China,,,,,,No,A19,,,,,,,Brass,,,No,,,Metal,1.0,,No,,,,,Tan Linen Shade,,,UL,,100.0,,,12.0,30.0,19.0,19.0,,,,,,,,,,,,,Transitional
32,8001,810937080019.0,10.5,18.0,18.0,29.0,True,199.5,,,Indoor Lighting,Dimond Lighting,Bamboo Ceramic,,,,,,,,,,1.0,China,,,,,,No,A19,,66.0,,,,,Light Blue,,,No,,,Ceramic,1.0,,No,,,,,Round Hardback White Fabric Shade,,,UL,,100.0,,,12.0,30.0,19.0,19.0,,,,,,,,,,,,,Traditional
33,8004,810937080040.0,9.5,8.5,8.5,16.0,True,192.0,,,Indoor Lighting,Dimond Lighting,Cut Crystal,,,,,,,,,,1.0,China,,,,,,No,A19,,66.0,,,,,Clear,,,No,,,"Crystal, Metal",1.0,,No,,,,,White Fabric Shade,,,UL,,100.0,,,11.0,18.0,10.0,10.0,,,,,,,,,,,,,Traditional
34,8005,810937080057.0,9.0,17.0,17.0,29.0,True,208.5,,,Indoor Lighting,Dimond Lighting,Clear Glass,,,Lamp body measures 9.5x17,,,,,,,1.0,China,,,,,,No,A19,,66.0,,,,,Clear,,,No,,,Glass,1.0,,No,,,,,Round Hardback White Fabric Shade,,Night Light Socket,UL,,100.0,,,11.0,30.0,18.0,18.0,,,,,,,,,,,,,Modern / Contemporary
35,8011,810937080118.0,8.0,17.5,17.5,28.0,True,276.0,,,Indoor Lighting,Dimond Lighting,Blue Thumb Print Glass,,,,,,,,,,1.0,China,,,,,,No,A19,,66.0,,,,,Blue,,,No,,,"Glass, Metal",1.0,,No,,,,,Tan Fabric Shade With Brown Trim,,,UL,,100.0,,,10.0,29.0,19.0,19.0,,,,,,,,,,,,,Modern / Contemporary
36,10005,810937100052.0,30.0,19.0,18.0,62.0,True,373.5,,,Indoor Lighting,Dimond Lighting,Diamond Cut Crystal Floor Lamp with Satin Nickel Base,,,9-Inch wide base,,,,,,,1.0,China,,,,,,No,A21 3-Way,,72.0,,,,,Clear,,,No,,,Crystal,1.0,,No,,,,,Round Hardback White Fabric Shade,,3-Way,UL,,100.0,,,41.0,60.0,14.0,29.0,,,,,,,,,,,,,Traditional
37,71050,843558140572.0,149.9,18.0,70.0,81.0,True,700.5,,,Furniture,Sterling,Penn Shelving Unit In Farmhouse Stain - Large,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Farmhouse Stain,,,,,,Mahogany,,,No,,,,,,,,,,,,,172.0,20.0,78.0,12.0,,,,,,,,,,,,,Transitional
38,71051,843558140565.0,119.0,18.0,45.0,81.0,True,561.0,,,Furniture,Sterling,Penn Shelving Unit In Farmhouse Stain - Medium,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Farmhouse Stain,,,,,,Mahogany,,,No,,,,,,,,,,,,,141.0,20.0,78.0,12.0,,,,,,,,,,,,,Transitional
39,71052,843558140558.0,108.0,18.0,27.5,81.0,True,466.5,,,Furniture,Sterling,Penn Shelving Unit In Farmhouse Stain - Small,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Farmhouse Stain,,,,,,Mahogany,,,No,,,,,,,,,,,,,130.0,80.0,10.0,20.0,,,,,,,,,,,,,Transitional
40,100005,804323000057.0,,6.0,45.0,72.0,True,973.5,,,Wall Decor,GuildMaster,CARVED TRUMEAU MIRROR,,,Hand painted,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,"Bouleau Blanc, Vintage White",,,,,,Mahogany,,,No,,,,,,,,,,,,,102.0,76.0,41.0,11.0,,,,,,,,,,,,,Traditional
41,102501,804323015258.0,,8.0,60.0,60.0,True,1198.5,,,Wall Decor,GuildMaster,60-Inch Square Mirror,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Antique Metal,,,,,,Tin,,,No,,,,,,,,,,,,,55.2,65.0,65.0,12.0,,,,,,,,,,,,,Traditional
42,102506,804323025067.0,,2.0,40.0,40.0,True,448.5,,,Wall Decor,GuildMaster,OSBOURNE MIRROR IN MUTED SILVER LEAF,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Heritage Oyster,,,,,,Mahogany,,,No,,,,,,,,,,,,,40.0,43.8,43.0,6.5,,,,,,,,,,,,,Transitional
43,102509,804323102508.0,,2.0,52.0,48.0,True,898.5,,,Wall Decor,GuildMaster,ORNATE HERITAGE MIRROR,,,Hand painted,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,"Heritage Grey Stain, Champagne",,,,,,Mahogany,,,No,,,,,,,,,,,,,78.0,55.0,52.0,7.0,,,,,,,,,,,,,Traditional
44,103002,804323015266.0,,1.0,38.0,48.0,True,373.5,,,Wall Decor,GuildMaster,MANSE METAL MIRROR,,,Hand painted,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Antique Gold,,,,,,Metal,,,No,,,,,,,,,,,,,36.0,41.0,52.0,5.0,,,,,,,,,,,,,Transitional
45,103003,804323103000.0,,2.0,30.0,45.0,True,418.5,,,Wall Decor,GuildMaster,SOMERSET MIRROR,,,Hand painted,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,"Gold, Manor Whitewash",,,,,,Mahogany,,,No,,,,,,,,,,,,,18.0,34.0,50.0,2.5,,,,,,,,,,,,,Transitional
46,103007,804323030078.0,,3.0,27.0,36.0,True,298.5,,,Wall Decor,GuildMaster,BELLE GROVE MIRROR,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Crackle White,,,,,,Tin,,,No,,,,,,,,,,,,,15.6,30.0,40.0,5.0,,,,,,,,,,,,,Traditional
47,103202,804323049124.0,,2.0,36.0,78.0,True,748.5,,,Wall Decor,GuildMaster,SOHO FLOOR MIRROR,,,Hand painted,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Manor Greystone,,,,,,Wood,,,No,,,,,,,,,,,,,82.0,84.0,6.0,41.0,,,,,,,,,,,,,Transitional
48,103504,804323049605.0,,2.0,37.0,37.0,True,448.5,,,Wall Decor,GuildMaster,CURLED MIRROR,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Manor Greystone,,,,,,Mahogany,,,No,,,,,,,,,,,,,28.5,40.0,40.0,3.0,,,,,,,,,,,,,Transitional
49,104004,804323040046.0,,2.0,30.0,45.0,True,418.5,,,Wall Decor,GuildMaster,SOMERSET HERITAGE MIRROR,,,Hand painted,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,"Champagne, Heritage Grey",,,,,,Mahogany,,,No,,,,,,,,,,,,,27.0,49.0,34.0,6.0,,,,,,,,,,,,,Transitional
50,104006,804323040060.0,,2.0,35.0,63.0,True,538.5,,,Wall Decor,GuildMaster,VINCENT MIRROR,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,"Crossroads Rosa, Hand-Painted",,,,,,Mahogany,,,No,,,,,,,,,,,,,55.0,38.0,66.0,7.0,,,,,,,,,,,,,Traditional
51,104506,804323045065.0,,2.0,40.0,47.0,True,673.5,,,Wall Decor,GuildMaster,MANOR MEDALLION MIRROR,,,Hand painted,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Antique Metal,,,,,,Metal,,,No,,,,,,,,,,,,,46.0,55.0,46.0,7.0,,,,,,,,,,,,,Traditional
52,104510,804323045102.0,,2.0,35.0,63.0,True,538.5,,,Wall Decor,GuildMaster,WATERFRONT VINCENT MIRROR,,,Hand painted,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,"Hand-Painted, Waterfront Grey Stain, Waterfront Sea Plant",,,,,,Mahogany,,,No,,,,,,,,,,,,,55.0,38.0,66.0,7.0,,,,,,,,,,,,,Traditional
53,105001,804343189299.0,,6.0,38.0,72.0,True,973.5,,,Wall Decor,GuildMaster,Carved Trumeau Mirror,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Euro Plaster,,,,,,"Solid Mahogany, Glass",,,No,,,,,,,,,,,,,110.0,75.0,42.0,11.5,,,,,,,,,,,,,Traditional
54,105013,804343190486.0,,1.0,28.0,52.0,True,448.5,,,Wall Decor,GuildMaster,Artifacts Architectural Floor Mirror,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Aged White,,,,,,"Solid Mahogany, Glass, Tin",,,No,,,,,,,,,,,,,42.0,35.0,56.0,6.0,,,,,,,,,,,,,Traditional
55,105016,804343190516.0,,2.0,30.0,60.5,True,598.5,,,Wall Decor,GuildMaster,Vintage Carved Acanthus Mirror,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Champagne,,,,,,"Solid Mahogany, Glass",,,No,,,,,,,,,,,,,50.0,64.0,5.0,32.0,,,,,,,,,,,,,Traditional
56,105017,804343190523.0,,3.0,37.5,56.5,True,598.5,,,Wall Decor,GuildMaster,Oval Carved Mirror,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Grain De Bois Blue Slate,,,,,,"Solid Mahogany, Glass",,,No,,,,,,,,,,,,,50.0,62.0,6.0,40.0,,,,,,,,,,,,,Traditional
57,105018,804343190530.0,,2.0,38.0,60.0,True,598.5,,,Wall Decor,GuildMaster,Champagne Mirror,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,"Antique Smoke, Front Porch White",,,,,,"Solid Mahogany, Glass",,,No,,,,,,,,,,,,,58.0,42.0,65.0,6.5,,,,,,,,,,,,,Traditional
58,105031,804343190615.0,,4.0,48.0,72.0,True,823.5,,,Wall Decor,GuildMaster,Stamped Metal Floor Mirror,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Crossroads Brown,,,,,,"Glass, Metal, Tin",,,No,,,,,,,,,,,,,86.0,74.0,52.0,8.0,,,,,,,,,,,,,Traditional
59,105501,804343186601.0,,2.0,40.0,49.0,True,673.5,,,Wall Decor,GuildMaster,GILDED ARCH MIRROR,,,,,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Antique Metal,,,,,,Metal,,,No,,,,,,,,,,,,,41.0,54.0,6.0,43.0,,,,,,,,,,,,,Transitional
60,106010,804343186618.0,,2.0,30.0,60.0,True,523.5,,,Wall Decor,GuildMaster,TWO CONNECTION MIRROR,,,Inner Bottom Mirror Measures 48x24,Hand painted,,,,,,1.0,Indonesia,,,,,,,,,,,,,,Signature Antique White,,,,,,Mahogany,,,No,,,,,,,,,,,,,52.0,33.0,65.0,6.0,,,,,,,,,,,,,Traditional
61,112096,818008017391.0,6.0,16.8,16.8,31.0,True,186.0,,,Indoor Lighting,Dimond Home,Fluer De Lis Lamp,,,,,,,,,,1.0,China,,,,,,No,A21 3-Way,,,,,,,Aged Stone,,,,,,Resin,1.0,,No,,,,,White Linen Shade,,3-Way,UL,,150.0,,,8.0,34.0,20.0,15.0,,,,,,,,,,,,,
62,112162,818008016707.0,3.0,9.0,5.0,3.0,True,39.0,,,Decorative Accessory,Dimond Home,CROCODILE SKULL IN SILVER LEAF,,,Hand Applied Finish,,,,,,,1.0,China,,,,,,,,,,,,,,Silver Leaf,,,,,,Resin,,,No,,,,,,,,,,,,,4.0,7.0,11.0,6.0,,,,,,,,,,,,,Transitional
63,114162,818008016530.0,5.0,42.0,2.5,42.0,True,310.5,,,Wall Decor,Dimond Home,METAL BRANCH WALL MIRROR,,,Handcrafted,,,,,,,1.0,China,,,,,,,,,,,,,,"Autumn Bronze, Clear",,,,,,"Mirror, Metal",,,No,,,,,,,,,,,,,8.0,46.0,46.0,5.0,,,,,,,,,,,,,Transitional
64,114172,818008016547.0,22.0,46.1,13.3,30.3,True,700.5,,,Furniture,Dimond Home,MIRRORED CONSOLE TABLE,,,Handcrafted,,,,,,,1.0,China,,,,,,,,,,,,,,Clear,,,No,,,Mirror,,,No,,,,,,,,,,,,,27.0,34.0,50.0,16.0,,,,,,,,,,,,,Modern / Contemporary
65,114174,818008016554.0,20.0,47.9,14.8,30.0,True,700.5,,,Furniture,Dimond Home,MIRRORED CONSOLE TABLE WITH CLEAR GLASS TOP,,,Handcrafted,,,,,,,1.0,China,,,,,,,,,,,,,,Clear,,,No,,,Mirror,,,No,,,,,,,,,,,,,25.0,34.0,52.0,18.0,,,,,,,,,,,,,Modern / Contemporary
66,114188,818008016585.0,15.0,27.0,1.0,68.0,True,466.5,,,Wall Decor,Dimond Home,WALL MIRROR,,,Handcrafted,,,,,,,1.0,China,,,,,,,,,,,,,,"Antique Silver Mirror, Clear",,,,,,"Mirror, Metal",,,No,,,,,,,,,,,,,19.0,73.0,32.0,4.0,,,,,,,,,,,,,Transitional
67,135003,875823000205.0,3.0,8.0,8.0,8.0,True,133.5,,,Indoor Lighting,Dimond Home,Flared Fortress Pendant Light,,,,,,,,,,1.0,China,,,,,,Yes,Filament,,,,,,,Distressed Silver,,,No,,,Iron,1.0,,No,,,,,Riveted Iron Shade In Distressed Silver,,Hardwired,UL,,40.0,,,4.0,11.0,10.0,10.0,,,,,,,,,,,,,Transitional
68,135004,875823000311.0,10.0,22.0,22.0,16.0,True,319.5,,,Indoor Lighting,Dimond Home,Colossal Fortress Pendant Lamp,,,,,,,,,,1.0,China,,,,,,Yes,Filament,,,,,,,Distressed Silver,,,No,,,Iron,1.0,,No,,,,,Riveted Iron Shade in Distressed Silver,,Hardwired,UL,,40.0,,,12.0,24.0,24.0,18.0,,,,,,,,,,,,,Transitional
69,135005,875823000328.0,5.0,22.0,22.0,16.0,True,249.0,,,Decorative Accessory,Dimond Home,Colossal Fortress Bowl,,,Handcrafted,,,,,,,1.0,China,,,,,,,,,,,,,,Distressed Silver,,,,,,Iron,,,No,,,,,,,,,,,,,6.0,24.0,24.0,16.0,,,,,,,,,,,,,Transitional
