creation_date,manufacturer_sku,ean13,weight,length,width,height,prop__65,cost_price,min_price,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__bullets__7,product__bullets__8,product__bullets__9,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,attrib__arm_height,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__design_id,attrib__designer,attrib__finish,attrib__kit,attrib__material,attrib__number_bulbs,attrib__outdoor_safe,attrib__pile_height,attrib__seat_height,attrib__seat_width,attrib__switch_type,attrib__ul_certified,attrib__wattage,attrib__weight_capacity,product__styles,boxes__0__width,boxes__0__length,boxes__0__height,boxes__0__weight,boxes__1__width,boxes__1__length,boxes__1__height,boxes__1__weight,boxes__2__width,boxes__2__length,boxes__2__height,boxes__2__weight,multi__piece__0__length,multi__piece__0__width,multi__piece__0__height,multi__piece__1__length,multi__piece__1__width,multi__piece__1__height,multi__piece__2__length,multi__piece__2__width,multi__piece__2__height,multi__piece__3__length,multi__piece__3__width,multi__piece__3__height,lamp__base__length,lamp__base__width,lamp__base__height,backplate__canopy__length,backplate__canopy__width,backplate__canopy__height,drawer__interior__0__length,drawer__interior__0__width,drawer__interior__0__height,drawer__interior__1__length,drawer__interior__1__width,drawer__interior__1__height,drawer__interior__2__length,drawer__interior__2__width,drawer__interior__2__height
2017-10-07T00:00:00.000000,3212-1009,084-355815592-7,7.40,8.00,10.00,30.00,true,111.00,148.00,Decorative Accessory,Sterling,Great Casting Decorative Accessory,,,,,,,,,,,,Silver Plated,1,CHN,S-9068078,,false,,,,,,Silver Plated,,COMPOSITE,0,false,,,,,false,,,Eclectic Modern Farmhouse,9.65,33.86,12.40,12.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3212-1011,084-355815593-4,9.00,8.00,16.00,20.00,true,142.50,190.00,Wall Decor,Sterling,The Horn Of Africa Wall Decor,,,,,,,,,,,,Aged Silver,1,CHN,S-9062860,,false,,,,,,Aged Silver,,COMPOSITE,0,false,,,,,false,,,,10.63,20.87,16.54,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3212-1012,084-355815594-1,4.20,8.00,14.00,15.00,true,88.50,118.00,Wall Decor,Sterling,Great Casting Wall Decor,,,,,,,,,,,,Silver Plated,1,CHN,S-9062860,,false,,,,,,Silver Plated,,COMPOSITE,0,false,,,,,false,,,,16.06,19.84,17.44,11.70,10.20,18.50,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3212-1013,084-355815735-8,17.64,11.00,15.00,35.83,true,193.50,258.00,Decorative Accessory,Sterling,Thurston Decorative Accessory - Medium,,,,,,,,,,,,Restoration Grey,1,CHN,S-9068078,,false,,,,,,Restoration Grey,,COMPOSITE,0,false,,,,,false,,,Eclectic Southwestern,15.00,40.00,19.00,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3212-1014,084-355815736-5,7.72,10.00,12.00,35.83,true,163.50,218.00,Decorative Accessory,Sterling,Thurston Decorative Accessory - Narrow,,,,,,,,,,,,Restoration Grey,1,CHN,S-9068078,,false,,,,,,Restoration Grey,,COMPOSITE,0,false,,,,,false,,,Eclectic Southwestern,13.40,25.22,35.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-07T00:00:00.000000,3212-1015,084-355815734-1,20.07,12.00,17.00,35.43,true,262.50,350.00,Decorative Accessory,Sterling,Thurston Decorative Accessory - Wide,,,,,,,,,,,,Restoration Grey,1,CHN,S-9068078,,false,,,,,,Restoration Grey,,COMPOSITE,0,false,,,,,false,,,Eclectic Southwestern,23.00,41.00,17.00,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30T00:00:00.000000,3212-1016,081-800804283-6,20.00,21.00,21.00,21.00,true,303.00,404.00,Decorative Accessory,Dimond Home,Spangle Ornamental Sculpture,,gold leaf finish,,,,,,,,,,Gold Leaf,1,CHN,D-3048078,,false,,Gold,,,,Gold Leaf,,Composite,0,false,,,,,false,,,Luxe Eclectic,24.00,24.00,24.00,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30T00:00:00.000000,3212-1017/S3,081-800804284-3,0.84,5.00,5.00,5.00,true,40.50,54.00,Decorative Accessory,Dimond Home,Spangle Ornamental Sculptures,,,,,,,,,,,,Gold Leaf,1,CHN,D-3048078,,false,,Gold,,,,Gold Leaf,,Composite,0,false,,,,,false,,,Luxe Eclectic,17.00,22.00,17.00,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30T00:00:00.000000,3212-1021,081-800804285-0,2.42,5.00,17.00,10.00,true,49.50,66.00,Decorative Accessory,Sterling,Everywhere Spirit Decorative Bull,,simple metal finish,industrial chic,,,,,,,,,Bronze,1,CHN,S-9068078,,false,,Black,,,,Bronze,,Metal,0,false,,,,,false,,,Retro Eclectic,7.00,18.00,11.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30T00:00:00.000000,3212-1022/S2,081-800804286-7,3.96,6.00,6.00,6.00,true,88.50,118.00,Decorative Accessory,Sterling,Diamond Dust Ornamental Stars,,sleek metal finish,mirror accents,,,,,,,,,Silver,1,CHN,S-9068078,,false,,Silver,,,,"Silver, Clear Mirror",,"Composite, Glass",0,false,,,,,false,,,Eclectic Retro,12.00,21.00,10.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30T00:00:00.000000,3212-1024,081-800804287-4,15.60,19.00,19.00,16.00,true,163.50,218.00,Decorative Accessory,Sterling,Rincon˜Planter,,glass body,rustic finish,organic feel,,,,,,,,Aged Green,1,CHN,S-9068078,,false,,Green,,,,"Aged Green, Aged Green",,Fiber Glass,0,false,,,,,false,,,Eclectic Southwestern,22.00,22.00,19.00,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30T00:00:00.000000,3212-1025,081-800804288-1,2.80,6.00,6.00,12.00,true,46.50,62.00,Decorative Accessory,Sterling,Kohala Decorative Pineapple,,durable composite,sleek metallic finish,universal symbol of welcome,,,,,,,,Silver Plated,1,CHN,S-9068078,,false,,Silver,,,,"Silver Plated, Silver Plated",,Composite,0,false,,,,,false,,,Country Modern Farmhouse,10.00,10.00,16.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30T00:00:00.000000,3212-1026/S4,081-800804289-8,1.10,9.00,15.00,4.00,true,142.50,190.00,Wall Decor,Dimond Home,Luxuriants Decorative Ants,,bold gold leaf finish,,,,,,,,,,Gold Leaf,1,CHN,D-3042860,,false,,Gray,,,,"Gold Leaf, Gold Leaf",,"Composite, Metal",0,false,,,,,false,,,Luxe Eclectic,7.00,32.00,23.00,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
